ID,LATITUDE,LONGITUDE,STEAM_INJECTION,PRESSURE,TEMPERATURE,RECEIVEDTIME
685657,39.4584434,-0.3485683,81,800,10,2023.11.28 03:55:43.0 AM
34591166,39.4796401,-0.3303679,77,500,6,2023.11.28 03:55:42.0 AM
91041806,39.4873174,-0.3656598,48,675,14,2023.11.28 03:55:41.0 AM
91004570,39.4758509,-0.3766308,69,830,12,2023.11.28 03:55:41.0 AM
90988781,39.4619699,-0.3830467,142,900,6,2023.11.28 03:55:41.0 AM
90942950,39.4708474,-0.3592121,191,1800,9,2023.11.28 03:55:41.0 AM
81638818,39.4791254,-0.3628395,83,1200,14,2023.11.28 03:55:40.0 AM
90532652,39.4749411,-0.3737573,103,700,7,2023.11.28 03:55:38.0 AM
90387647,39.4676526,-0.3721155,170,1700,10,2023.11.28 03:55:31.0 AM
90242753,39.4849155,-0.3971041,101,750,7,2023.11.28 03:55:31.0 AM
90242751,39.4669109,-0.3693614,150,1550,10,2023.11.28 03:55:31.0 AM
90142247,39.4654516,-0.3637407,57,900,16,2023.11.28 03:55:31.0 AM
90110891,39.4562873,-0.3717512,94,600,6,2023.11.28 03:55:30.0 AM
89996423,39.4670815,-0.3680328,95,1300,14,2023.11.28 03:55:27.0 AM
89941197,39.4676815,-0.3681328,165,1500,9,2023.11.28 03:55:21.0 AM
87940474,39.4778976,-0.3776575,99,750,8,2023.11.28 03:55:21.0 AM
85319555,39.4683249,-0.3616845,307,4000,13,2023.11.28 03:55:21.0 AM
85912160,39.479651,-0.3683634,156,1200,8,2023.11.28 03:55:21.0 AM
90937126,39.4743173,-0.3707824,88,850,10,2023.11.28 03:55:21.0 AM
90946089,39.4732762,-0.3843771,55,800,15,2023.11.28 03:55:21.0 AM
90945187,39.4735334,-0.3953289,130,1000,8,2023.11.28 03:55:14.0 AM
90941660,39.4753849,-0.3794036,78,890,11,2023.11.28 03:55:10.0 AM
90931178,39.4662257,-0.3796215,80,1300,16,2023.11.28 03:55:10.0 AM
90920861,39.4696449,-0.3803006,78,850,11,2023.11.28 03:55:09.0 AM
90905999,39.4767872,-0.382942,55,950,17,2023.11.28 03:55:09.0 AM
90904310,39.4755711,-0.35486,119,950,8,2023.11.28 03:55:06.0 AM
90894965,39.4681441,-0.3745149,50,950,19,2023.11.28 03:55:05.0 AM
90869046,39.4620362,-0.3385961,138,1100,8,2023.11.28 03:55:04.0 AM
90868107,39.4714655,-0.3256376,120,1650,14,2023.11.28 03:55:03.0 AM
90863489,39.46357,-0.3712538,80,700,9,2023.11.28 03:55:02.0 AM
90857824,39.4472816,-0.3882256,104,750,7,2023.11.28 03:55:01.0 AM
90852025,39.4586133,-0.3467767,111,950,9,2023.11.28 03:54:53.0 AM
90840841,39.471779,-0.3763979,132,1350,10,2023.11.28 03:54:53.0 AM
90839092,39.4774821,-0.3749135,80,900,11,2023.11.28 03:54:52.0 AM
90835027,39.4620116,-0.3746131,60,750,13,2023.11.28 03:54:40.0 AM
30174810,39.462063,-0.3505086,100,900,9,2023.11.28 03:54:36.0 AM
38982246,39.4682476,-0.3704918,54,700,13,2023.11.28 03:54:34.0 AM
86037652,39.4704362,-0.3718886,200,2000,10,2023.11.28 03:54:34.0 AM
90809559,39.4612965,-0.3451435,120,1300,11,2023.11.28 03:54:34.0 AM
90775868,39.4647599,-0.3298013,135,1200,9,2023.11.28 03:54:34.0 AM
90764469,39.4615167,-0.3623747,119,1200,10,2023.11.28 03:54:33.0 AM
90762993,39.4707886,-0.372264,65,900,14,2023.11.28 03:54:31.0 AM
90761396,39.4623521,-0.3339327,105,1600,15,2023.11.28 03:54:27.0 AM
90747340,39.4473192,-0.3747224,110,950,9,2023.11.28 03:54:26.0 AM
85808911,39.4794199,-0.3737274,145,2500,17,2023.11.28 03:54:26.0 AM
91038044,39.4735233,-0.3616675,93,900,10,2023.11.28 03:54:25.0 AM
90721130,39.4717767,-0.373437,77,800,10,2023.11.28 03:54:22.0 AM
90600630,39.4735765,-0.3443599,100,1000,10,2023.11.28 03:54:22.0 AM
90478436,39.4649428,-0.3790814,70,700,10,2023.11.28 03:54:18.0 AM
90211174,39.459652,-0.3845307,134,750,6,2023.11.28 03:54:14.0 AM
88214773,39.4654039,-0.3701202,125,1000,8,2023.11.28 03:54:11.0 AM
82516676,39.4621566,-0.3676685,120,1600,13,2023.11.28 03:54:09.0 AM
88105799,39.4726605,-0.3700761,236,2800,12,2023.11.28 03:54:05.0 AM
87596929,39.4643214,-0.3742941,97,850,9,2023.11.28 03:54:05.0 AM
91018743,39.4720285,-0.3401717,139,1000,7,2023.11.28 03:54:04.0 AM
91018889,39.4432,-0.39097,108,750,7,2023.11.28 03:54:04.0 AM
91012767,39.4720163,-0.3414857,80,750,9,2023.11.28 03:53:59.0 AM
90971448,39.4686853,-0.3452377,120,750,6,2023.11.28 03:53:59.0 AM
90935061,39.4724351,-0.3804703,72,900,13,2023.11.28 03:53:56.0 AM
90920031,39.467833,-0.3827394,55,800,15,2023.11.28 03:53:52.0 AM
89035567,39.4608095,-0.3696344,103,990,10,2023.11.28 03:53:52.0 AM
88238163,39.467697,-0.3652824,86,990,12,2023.11.28 03:53:47.0 AM
89294533,39.4716682,-0.3882589,81,1000,12,2023.11.28 03:53:37.0 AM
90845903,39.4634476,-0.3741142,144,1300,9,2023.11.28 03:53:37.0 AM
90841390,39.4824738,-0.4021002,137,1150,8,2023.11.28 03:53:37.0 AM
90763152,39.4703584,-0.3999987,124,850,7,2023.11.28 03:53:37.0 AM
90735502,39.4906891,-0.3607602,130,1100,8,2023.11.28 03:53:37.0 AM
90370737,39.47671,-0.37226,104,900,9,2023.11.28 03:53:32.0 AM
90951833,39.4624185,-0.3460953,74,700,9,2023.11.28 03:53:32.0 AM
90951840,39.4624185,-0.3460953,77,800,10,2023.11.28 03:53:28.0 AM
464497,39.4730324,-0.3805178,65,550,8,2023.11.28 03:53:28.0 AM
90734618,39.4579592,-0.3854363,90,800,9,2023.11.28 03:53:28.0 AM
91052267,39.4619247,-0.3393602,124,850,7,2023.11.28 03:53:28.0 AM
91016614,39.45616,-0.3448041,111,850,8,2023.11.28 03:53:23.0 AM
91014058,39.4596601,-0.37364,110,1000,9,2023.11.28 03:53:22.0 AM
91004428,39.4929294,-0.3670362,100,1100,11,2023.11.28 03:53:22.0 AM
90992553,39.4555975,-0.3421876,152,1200,8,2023.11.28 03:53:20.0 AM
36799932,39.4745375,-0.3751029,75,750,10,2023.11.28 03:53:16.0 AM
90966893,39.4673975,-0.3683353,107,1300,12,2023.11.28 03:53:15.0 AM
90596233,39.4922634,-0.3743148,117,760,6,2023.11.28 03:53:14.0 AM
90589179,39.4704952,-0.3728707,50,740,15,2023.11.28 03:53:14.0 AM
90113848,39.4701106,-0.3782584,301,1500,5,2023.11.28 03:53:14.0 AM
89844976,39.4729251,-0.3871458,78,825,11,2023.11.28 03:53:13.0 AM
90474660,39.4778449,-0.3819214,91,1400,15,2023.11.28 03:53:13.0 AM
90327964,39.4722176,-0.3756377,45,600,13,2023.11.28 03:53:09.0 AM
90114498,39.4753869,-0.3773452,105,1350,13,2023.11.28 03:53:09.0 AM
87630774,39.4723656,-0.4020801,80,700,9,2023.11.28 03:53:02.0 AM
89611434,39.4707076,-0.3759387,69,950,14,2023.11.28 03:53:02.0 AM
89299339,39.4858423,-0.3665817,91,690,8,2023.11.28 03:53:02.0 AM
88961507,39.4728363,-0.3766059,38,995,26,2023.11.28 03:53:02.0 AM
86890506,39.4648967,-0.3901173,127,700,6,2023.11.28 03:52:58.0 AM
85682245,39.4740237,-0.3832576,53,650,12,2023.11.28 03:52:58.0 AM
91019911,39.4748656,-0.4016801,75,650,9,2023.11.28 03:52:58.0 AM
90975658,39.468897,-0.3731067,40,710,18,2023.11.28 03:52:55.0 AM
90973070,39.4689811,-0.3995874,85,650,8,2023.11.28 03:52:55.0 AM
90759242,39.4609174,-0.3748163,140,825,6,2023.11.28 03:52:49.0 AM
88875300,39.4636154,-0.3885615,150,950,6,2023.11.28 03:52:49.0 AM
91037591,39.4767448,-0.3746906,75,850,11,2023.11.28 03:52:48.0 AM
91037590,39.4762448,-0.3753906,75,1100,15,2023.11.28 03:52:48.0 AM
91037282,39.450481,-0.358642,68,850,13,2023.11.28 03:52:41.0 AM
91034482,39.4833175,-0.36047,120,500,4,2023.11.28 03:52:41.0 AM
86891730,39.4650967,-0.3915173,150,700,5,2023.11.28 03:52:37.0 AM
91031425,39.4711877,-0.3678432,140,1900,14,2023.11.28 03:52:37.0 AM
91020913,39.4612759,-0.3701873,66,700,11,2023.11.28 03:52:35.0 AM
91016132,39.4747652,-0.3897607,60,780,13,2023.11.28 03:52:35.0 AM
91012658,39.4382233,-0.3902254,122,750,6,2023.11.28 03:52:35.0 AM
91012644,39.4816856,-0.3762068,100,550,6,2023.11.28 03:52:35.0 AM
91006400,39.4764199,-0.3759274,145,2400,17,2023.11.28 03:52:32.0 AM
91006378,39.4571609,-0.342383,98,900,9,2023.11.28 03:52:31.0 AM
90997998,39.4755448,-0.3744906,55,1100,20,2023.11.28 03:52:31.0 AM
90997163,39.4764448,-0.3773906,40,850,21,2023.11.28 03:52:31.0 AM
90997012,39.4764448,-0.3744906,25,750,30,2023.11.28 03:52:23.0 AM
86215276,39.4771125,-0.3646702,200,1800,9,2023.11.28 03:52:20.0 AM
90964503,39.4879994,-0.3745502,114,800,7,2023.11.28 03:52:20.0 AM
90964459,39.469397,-0.3744067,35,710,20,2023.11.28 03:52:19.0 AM
90964466,39.4823117,-0.3710407,55,700,13,2023.11.28 03:52:18.0 AM
90964435,39.4676135,-0.4021721,99,650,7,2023.11.28 03:52:18.0 AM
90964439,39.4691589,-0.3911019,95,650,7,2023.11.28 03:52:16.0 AM
90963799,39.469973,-0.3777478,166,1900,11,2023.11.28 03:52:14.0 AM
90653160,39.4642715,-0.3267707,70,875,13,2023.11.28 03:52:14.0 AM
90657093,39.4572506,-0.3619384,113,800,7,2023.11.28 03:52:14.0 AM
90686388,39.4738902,-0.3830751,115,1000,9,2023.11.28 03:52:12.0 AM
90651181,39.4931435,-0.4019287,110,1400,13,2023.11.28 03:52:08.0 AM
90602202,39.45656,-0.3433041,95,850,9,2023.11.28 03:52:08.0 AM
90599429,39.4716596,-0.3815195,154,1950,13,2023.11.28 03:52:05.0 AM
90589903,39.4555243,-0.391961,200,2000,10,2023.11.28 03:52:05.0 AM
90563540,39.4733786,-0.3934752,90,850,9,2023.11.28 03:52:04.0 AM
90491667,39.4655841,-0.3839956,88,1200,14,2023.11.28 03:52:04.0 AM
90490508,39.4761396,-0.3747812,151,1800,12,2023.11.28 03:52:03.0 AM
90477253,39.4700447,-0.3738258,91,1100,12,2023.11.28 03:52:01.0 AM
90404266,39.4642243,-0.3770939,72,1100,15,2023.11.28 03:52:01.0 AM
90402621,39.4878485,-0.3891763,68,750,11,2023.11.28 03:51:59.0 AM
90398125,39.479681,-0.3795361,90,1200,13,2023.11.28 03:51:59.0 AM
90353368,39.4617189,-0.3762465,55,650,12,2023.11.28 03:51:59.0 AM
90336100,39.4642586,-0.3766919,96,950,10,2023.11.28 03:51:59.0 AM
90279223,39.4715534,-0.3725973,187,1600,9,2023.11.28 03:51:57.0 AM
90241405,39.4719077,-0.3712369,134,1700,13,2023.11.28 03:51:57.0 AM
90230275,39.4683077,-0.3733369,137,1500,11,2023.11.28 03:51:49.0 AM
90213559,39.466978,-0.3825372,90,900,10,2023.11.28 03:51:49.0 AM
27363269,39.4572223,-0.3501252,81,800,10,2023.11.28 03:51:49.0 AM
90142250,39.4791797,-0.3787827,60,800,13,2023.11.28 03:51:43.0 AM
90134353,39.4785768,-0.3858564,94,1000,11,2023.11.28 03:51:37.0 AM
90126723,39.4613482,-0.3488238,77,800,10,2023.11.28 03:51:34.0 AM
90114496,39.4716106,-0.3795104,191,1800,9,2023.11.28 03:51:34.0 AM
90098187,39.4599656,-0.3692554,49,800,16,2023.11.28 03:51:32.0 AM
90058222,39.4933243,-0.3595199,76,890,12,2023.11.28 03:51:32.0 AM
89840381,39.4583465,-0.3745723,150,2975,20,2023.11.28 03:51:32.0 AM
89774849,39.4662604,-0.3704737,70,800,11,2023.11.28 03:51:29.0 AM
89708901,39.4756745,-0.3756162,180,2200,12,2023.11.28 03:51:28.0 AM
89364277,39.4640067,-0.3399779,40,750,19,2023.11.28 03:51:28.0 AM
89298324,39.4716029,-0.3792548,92,1200,13,2023.11.28 03:51:28.0 AM
89290210,39.4677358,-0.3772276,70,900,13,2023.11.28 03:51:23.0 AM
89206627,39.4777271,-0.3829826,110,2000,18,2023.11.28 03:51:23.0 AM
89203879,39.4616017,-0.3297669,75,950,13,2023.11.28 03:51:23.0 AM
89194265,39.4730712,-0.3764196,105,900,9,2023.11.28 03:51:21.0 AM
89122850,39.4644376,-0.3882946,140,800,6,2023.11.28 03:51:21.0 AM
89034890,39.4628116,-0.3736131,55,950,17,2023.11.28 03:51:20.0 AM
88960951,39.4747124,-0.352951,87,1500,17,2023.11.28 03:51:20.0 AM
88960923,39.4677219,-0.3458219,75,1200,16,2023.11.28 03:51:17.0 AM
88757180,39.4518987,-0.3590519,115,1400,12,2023.11.28 03:51:16.0 AM
88692490,39.4699474,-0.3593121,170,2200,13,2023.11.28 03:51:08.0 AM
88453619,39.4763462,-0.4015308,108,950,9,2023.11.28 03:51:08.0 AM
88420389,39.4604552,-0.3735915,60,1000,17,2023.11.28 03:51:07.0 AM
88279912,39.468497,-0.3744067,60,1250,21,2023.11.28 03:51:07.0 AM
88079575,39.463946,-0.3658694,75,1350,18,2023.11.28 03:51:06.0 AM
88034883,39.4749731,-0.3790128,100,1000,10,2023.11.28 03:51:02.0 AM
87940874,39.4622288,-0.3711241,100,1100,11,2023.11.28 03:51:02.0 AM
87940714,39.4706394,-0.3325383,50,1200,24,2023.11.28 03:51:02.0 AM
87940707,39.4772271,-0.3832826,110,2500,23,2023.11.28 03:50:58.0 AM
87940620,39.4762524,-0.3808811,71,800,11,2023.11.28 03:50:58.0 AM
85696066,39.4722056,-0.3233515,90,1600,18,2023.11.28 03:50:57.0 AM
85320150,39.4705464,-0.3784646,237,1800,8,2023.11.28 03:50:57.0 AM
85319866,39.4779271,-0.3829826,380,10000,26,2023.11.28 03:50:53.0 AM
85319841,39.4769271,-0.3810826,150,2300,15,2023.11.28 03:50:53.0 AM
85319705,39.4552996,-0.3754291,120,1100,9,2023.11.28 03:50:52.0 AM
85319483,39.4693866,-0.3843265,140,1350,10,2023.11.28 03:50:52.0 AM
85319466,39.4737032,-0.3810932,80,1500,19,2023.11.28 03:50:52.0 AM
85320130,39.4701821,-0.3777685,85,1600,19,2023.11.28 03:50:49.0 AM
85319426,39.4767932,-0.3820778,74,1200,16,2023.11.28 03:50:48.0 AM
85319378,39.4610527,-0.3540465,121,1700,14,2023.11.28 03:50:48.0 AM
85319187,39.4792161,-0.3294092,66,900,14,2023.11.28 03:50:40.0 AM
86707408,39.4745532,-0.3755403,125,2600,21,2023.11.28 03:50:36.0 AM
90951640,39.4793567,-0.3774281,72,750,10,2023.11.28 03:50:33.0 AM
90920806,39.4790085,-0.3764837,100,750,8,2023.11.28 03:50:32.0 AM
90920615,39.4726231,-0.3699349,74,700,9,2023.11.28 03:50:32.0 AM
90918401,39.477636,-0.384017,65,900,14,2023.11.28 03:50:31.0 AM
90917764,39.4735599,-0.3810349,111,900,8,2023.11.28 03:50:31.0 AM
90899656,39.4616237,-0.3883796,70,790,11,2023.11.28 03:50:29.0 AM
90893738,39.4714671,-0.3721949,174,1650,9,2023.11.28 03:50:29.0 AM
90891153,39.4550761,-0.3568071,85,800,9,2023.11.28 03:50:26.0 AM
90886738,39.4788656,-0.3790236,81,1100,14,2023.11.28 03:50:26.0 AM
87734517,39.4697759,-0.3788639,100,900,9,2023.11.28 03:50:24.0 AM
90854874,39.4678131,-0.3738858,160,1600,10,2023.11.28 03:50:24.0 AM
90838597,39.4608574,-0.3463931,75,695,9,2023.11.28 03:50:24.0 AM
90806538,39.463626,-0.3771727,90,1350,15,2023.11.28 03:50:23.0 AM
90803850,39.4851088,-0.4063193,60,725,12,2023.11.28 03:50:23.0 AM
90785017,39.4768367,-0.3726927,75,900,12,2023.11.28 03:50:18.0 AM
90749850,39.4743983,-0.3814042,100,1300,13,2023.11.28 03:50:18.0 AM
90748454,39.4920972,-0.399996,59,725,12,2023.11.28 03:50:18.0 AM
90745951,39.4666316,-0.3705047,110,1250,11,2023.11.28 03:50:16.0 AM
90745831,39.4713067,-0.3752133,89,1000,11,2023.11.28 03:50:16.0 AM
90737933,39.4664894,-0.375578,150,1200,8,2023.11.28 03:50:16.0 AM
90735135,39.4669052,-0.329871,200,1250,6,2023.11.28 03:50:16.0 AM
91022572,39.4899564,-0.3798621,77,520,7,2023.11.28 03:50:14.0 AM
91021922,39.4638575,-0.3286034,77,600,8,2023.11.28 03:50:09.0 AM
90971646,39.4689266,-0.3893604,83,750,9,2023.11.28 03:50:09.0 AM
90977953,39.4715832,-0.3862094,99,860,9,2023.11.28 03:50:00.0 AM
90997841,39.46236,-0.3468,62,650,10,2023.11.28 03:49:59.0 AM
90966250,39.4708187,-0.3291472,51,750,15,2023.11.28 03:49:59.0 AM
90962519,39.4922823,-0.3616361,120,950,8,2023.11.28 03:49:59.0 AM
90860647,39.4933644,-0.3601622,130,1100,8,2023.11.28 03:49:56.0 AM
90578801,39.4705909,-0.384478,168,1100,7,2023.11.28 03:49:56.0 AM
83308040,39.4670562,-0.3704975,274,3250,12,2023.11.28 03:49:53.0 AM
90215013,39.4712909,-0.383978,143,1100,8,2023.11.28 03:49:53.0 AM
90167618,39.4780027,-0.3590642,200,1500,8,2023.11.28 03:49:53.0 AM
89988750,39.4682744,-0.3871168,90,750,8,2023.11.28 03:49:51.0 AM
89951080,39.4676604,-0.3498073,115,1000,9,2023.11.28 03:49:51.0 AM
89898971,39.4674106,-0.3675253,288,1900,7,2023.11.28 03:49:48.0 AM
85505130,39.46975,-0.36777,78,1100,14,2023.11.28 03:49:48.0 AM
89449127,39.4668806,-0.3660587,160,925,6,2023.11.28 03:49:43.0 AM
89307969,39.4761117,-0.3759941,84,1100,13,2023.11.28 03:49:43.0 AM
90964805,39.4684101,-0.3724642,359,2500,7,2023.11.28 03:49:42.0 AM
90176285,39.483615,-0.4063251,100,1100,11,2023.11.28 03:49:42.0 AM
89977764,39.4600527,-0.3523465,131,1500,11,2023.11.28 03:49:40.0 AM
89923373,39.4759479,-0.3830723,145,1150,8,2023.11.28 03:49:31.0 AM
84919010,39.456716,-0.3905093,103,850,8,2023.11.28 03:49:30.0 AM
91034353,39.4803947,-0.3264447,80,650,8,2023.11.28 03:49:30.0 AM
91034205,39.4738846,-0.3413963,120,1000,8,2023.11.28 03:49:30.0 AM
90997975,39.4656747,-0.3752933,90,1199,13,2023.11.28 03:49:30.0 AM
90990434,39.4764516,-0.3870838,120,1500,13,2023.11.28 03:49:30.0 AM
87933903,39.4724265,-0.3782482,50,650,13,2023.11.28 03:49:24.0 AM
90983906,39.4509809,-0.3303468,95,630,7,2023.11.28 03:49:24.0 AM
90985700,39.4810706,-0.350604,125,800,6,2023.11.28 03:49:22.0 AM
90967925,39.47504,-0.40255,78,600,8,2023.11.28 03:49:22.0 AM
90940981,39.4925891,-0.4050327,170,1100,6,2023.11.28 03:49:22.0 AM
90950511,39.4649222,-0.3535942,150,1000,7,2023.11.28 03:49:22.0 AM
33236199,39.4845088,-0.4034193,54,700,13,2023.11.28 03:49:21.0 AM
90934949,39.4754807,-0.3746823,100,750,8,2023.11.28 03:49:21.0 AM
90920176,39.4605362,-0.335735,98,600,6,2023.11.28 03:49:17.0 AM
90855111,39.4725775,-0.3679518,104,1100,11,2023.11.28 03:49:17.0 AM
86165771,39.4679131,-0.3720858,160,2000,13,2023.11.28 03:49:17.0 AM
37471709,39.456825,-0.360198,60,649,11,2023.11.28 03:49:14.0 AM
89728009,39.4622395,-0.3483456,85,600,7,2023.11.28 03:49:14.0 AM
88746179,39.4669894,-0.375378,150,1200,8,2023.11.28 03:49:12.0 AM
90681239,39.4903433,-0.4015912,66,950,14,2023.11.28 03:49:12.0 AM
91016894,39.4757734,-0.3894597,151,1300,9,2023.11.28 03:49:05.0 AM
91012033,39.4670646,-0.3338127,85,650,8,2023.11.28 03:49:05.0 AM
91007031,39.4898364,-0.4076919,85,900,11,2023.11.28 03:49:05.0 AM
85145932,39.4605443,-0.3330564,110,850,8,2023.11.28 03:49:00.0 AM
90847689,39.4712733,-0.3309308,76,800,11,2023.11.28 03:49:00.0 AM
90762032,39.461944,-0.381421,83,700,8,2023.11.28 03:49:00.0 AM
90670022,39.462532,-0.3735297,84,900,11,2023.11.28 03:48:57.0 AM
87757616,39.4762953,-0.3817326,70,850,12,2023.11.28 03:48:57.0 AM
90677756,39.4718035,-0.3720913,85,900,11,2023.11.28 03:48:56.0 AM
90561668,39.4867913,-0.3906006,90,560,6,2023.11.28 03:48:54.0 AM
90483478,39.4566071,-0.3831956,134,750,6,2023.11.28 03:48:54.0 AM
90464773,39.470213,-0.3294779,47,700,15,2023.11.28 03:48:52.0 AM
90413246,39.4737002,-0.3644177,97,770,8,2023.11.28 03:48:52.0 AM
90398169,39.4726727,-0.3815766,90,750,8,2023.11.28 03:48:43.0 AM
90297694,39.4741028,-0.3761294,49,650,13,2023.11.28 03:48:41.0 AM
90355940,39.4669097,-0.3778851,109,950,9,2023.11.28 03:48:34.0 AM
90183148,39.4557256,-0.3592581,123,950,8,2023.11.28 03:48:32.0 AM
90115791,39.4545243,-0.392661,400,2000,5,2023.11.28 03:48:31.0 AM
90115281,39.4595824,-0.3699598,140,2500,18,2023.11.28 03:48:27.0 AM
90097989,39.470497,-0.3744067,40,700,18,2023.11.28 03:48:26.0 AM
89756822,39.4698481,-0.3880863,95,850,9,2023.11.28 03:48:26.0 AM
89656349,39.4643947,-0.3802877,60,650,11,2023.11.28 03:48:26.0 AM
89412700,39.4622034,-0.3971949,140,900,6,2023.11.28 03:48:26.0 AM
89360542,39.4832505,-0.3822918,70,550,8,2023.11.28 03:48:25.0 AM
89017444,39.4621991,-0.3938578,100,1050,11,2023.11.28 03:48:24.0 AM
86368679,39.4758921,-0.3299775,120,900,8,2023.11.28 03:48:24.0 AM
88553056,39.4554619,-0.3760662,102,1100,11,2023.11.28 03:48:19.0 AM
90998720,39.4695758,-0.3543128,80,700,9,2023.11.28 03:48:16.0 AM
90830452,39.4868392,-0.4030091,60,650,11,2023.11.28 03:48:15.0 AM
90744731,39.4687117,-0.3853441,120,850,7,2023.11.28 03:48:14.0 AM
90625742,39.4841174,-0.4017198,158,1100,7,2023.11.28 03:48:13.0 AM
91021431,39.460926,-0.3879196,61,870,14,2023.11.28 03:48:13.0 AM
91019306,39.4582976,-0.3622757,100,1000,10,2023.11.28 03:48:13.0 AM
91019034,39.4909595,-0.3631427,111,900,8,2023.11.28 03:48:12.0 AM
90984589,39.4647174,-0.3325874,104,800,8,2023.11.28 03:48:12.0 AM
90981634,39.4844023,-0.3552212,97,900,9,2023.11.28 03:48:11.0 AM
85094040,39.4836103,-0.3291714,77,550,7,2023.11.28 03:48:07.0 AM
90967325,39.4857771,-0.3615167,69,700,10,2023.11.28 03:48:05.0 AM
90832637,39.4780714,-0.3787951,146,1200,8,2023.11.28 03:48:05.0 AM
90762672,39.4733765,-0.3465599,81,1000,12,2023.11.28 03:47:57.0 AM
90699143,39.4625752,-0.352642,144,1300,9,2023.11.28 03:47:57.0 AM
90697630,39.4742444,-0.3706045,118,1500,13,2023.11.28 03:47:54.0 AM
90686081,39.4632104,-0.3788649,62,850,14,2023.11.28 03:47:53.0 AM
90600408,39.4681906,-0.369195,232,2100,9,2023.11.28 03:47:52.0 AM
90595021,39.4698245,-0.3727446,257,3900,15,2023.11.28 03:47:51.0 AM
90529279,39.4772884,-0.3846405,80,1150,14,2023.11.28 03:47:48.0 AM
90469326,39.4931972,-0.399396,90,900,10,2023.11.28 03:47:48.0 AM
90469325,39.4917972,-0.399296,81,725,9,2023.11.28 03:47:44.0 AM
90469314,39.4947972,-0.400896,52,725,14,2023.11.28 03:47:43.0 AM
90469313,39.4923972,-0.399596,56,725,13,2023.11.28 03:47:43.0 AM
90388422,39.4732113,-0.3784342,179,2200,12,2023.11.28 03:47:42.0 AM
90243467,39.4720414,-0.3787964,82,1100,13,2023.11.28 03:47:42.0 AM
90209848,39.4935972,-0.399996,90,900,10,2023.11.28 03:47:39.0 AM
90176202,39.4950972,-0.402896,38,600,16,2023.11.28 03:47:38.0 AM
90116860,39.4738956,-0.3731026,147,2000,14,2023.11.28 03:47:38.0 AM
90113553,39.4748,-0.3793,150,1600,11,2023.11.28 03:47:37.0 AM
90113265,39.47304,-0.38465,150,1500,10,2023.11.28 03:47:26.0 AM
90112797,39.4574825,-0.3487244,130,3000,23,2023.11.28 03:47:24.0 AM
90111875,39.4713154,-0.3727682,242,3500,14,2023.11.28 03:47:13.0 AM
89994854,39.4672687,-0.3653018,110,1200,11,2023.11.28 03:47:13.0 AM
89982264,39.4653106,-0.3671253,282,2000,7,2023.11.28 03:47:12.0 AM
89981654,39.4731166,-0.3324068,55,960,17,2023.11.28 03:47:12.0 AM
89939457,39.4701368,-0.3719561,250,2750,11,2023.11.28 03:47:10.0 AM
89840758,39.4665153,-0.3325004,80,790,10,2023.11.28 03:47:10.0 AM
89793100,39.4630949,-0.3285423,115,1200,10,2023.11.28 03:47:08.0 AM
89616669,39.468897,-0.3715067,38,710,19,2023.11.28 03:47:08.0 AM
89616687,39.4596232,-0.3683779,74,975,13,2023.11.28 03:47:08.0 AM
89614549,39.4723629,-0.3729452,80,1000,13,2023.11.28 03:47:04.0 AM
89611515,39.4704934,-0.3711194,158,3500,22,2023.11.28 03:47:04.0 AM
89611389,39.4742532,-0.3758403,133,2600,20,2023.11.28 03:47:04.0 AM
88148857,39.4658558,-0.3775905,106,1200,11,2023.11.28 03:47:00.0 AM
91028249,39.4926265,-0.3634715,115,1200,10,2023.11.28 03:46:50.0 AM
91007164,39.4918085,-0.3817093,82,650,8,2023.11.28 03:46:50.0 AM
90967955,39.4563022,-0.3863228,90,600,7,2023.11.28 03:46:50.0 AM
90957400,39.4593537,-0.3843353,70,620,9,2023.11.28 03:46:50.0 AM
90954827,39.4561639,-0.3664685,82,650,8,2023.11.28 03:46:46.0 AM
90945156,39.471062,-0.3310411,75,700,9,2023.11.28 03:46:46.0 AM
90928523,39.4736277,-0.3531191,120,1000,8,2023.11.28 03:46:45.0 AM
90941638,39.4917133,-0.3813964,86,590,7,2023.11.28 03:46:43.0 AM
90941624,39.4937716,-0.3959544,67,530,8,2023.11.28 03:46:43.0 AM
90933491,39.4821516,-0.4040104,123,1100,9,2023.11.28 03:46:41.0 AM
90930283,39.4665131,-0.3726858,88,1000,11,2023.11.28 03:46:30.0 AM
90926151,39.4903052,-0.3876192,78,620,8,2023.11.28 03:46:30.0 AM
90909912,39.4725979,-0.3829151,55,695,13,2023.11.28 03:46:29.0 AM
90909911,39.4716445,-0.4070581,90,590,7,2023.11.28 03:46:28.0 AM
90899513,39.4833933,-0.3542319,108,900,8,2023.11.28 03:46:28.0 AM
90893605,39.4727589,-0.3855975,90,850,9,2023.11.28 03:46:25.0 AM
90872411,39.490614,-0.3811588,85,595,7,2023.11.28 03:46:24.0 AM
90871907,39.4594028,-0.3774996,65,800,12,2023.11.28 03:46:24.0 AM
90845299,39.4726997,-0.3836177,90,895,10,2023.11.28 03:46:24.0 AM
90842821,39.45299,-0.33829,108,950,9,2023.11.28 03:46:24.0 AM
90841181,39.4712056,-0.3923291,81,800,10,2023.11.28 03:46:19.0 AM
34795094,39.4616818,-0.356189,92,1100,12,2023.11.28 03:46:19.0 AM
